X,Y,sell_type,square,kind,total_price,images
37.537156963720996,55.748103499705,Снять,5000.0,Торговое помещение,12000000.0,{"orig": "static/images/orig/9826793630.jpg"}
37.62378,55.728053,Снять,2004.0,Помещение свободного назначения,3000155.0,{"orig": "static/images/orig/10058459802.jpg"}
37.614994,55.736939,Покупка,1459.0,Офисное помещение,450025632.0,{"orig": "static/images/orig/8833466630.jpg"}
37.642429,55.751437,Покупка,8125.0,Офисное помещение,2090000000.0,{"orig": "static/images/orig/5720973340.jpg"}
37.622881,55.740725,Снять,54.0,Торговое помещение,325026.0,{"orig": "static/images/orig/9816033944.jpg"}
37.636671,55.753985,Снять,129.0,Торговое помещение,875000.0,{"orig": "static/images/orig/8866521956.jpg"}
37.622421150926,55.732113256796,Покупка,88.0,Офисное помещение,37910400.0,{"orig": "static/images/orig/10097535529.jpg"}
37.61541,55.742,Покупка,2554.0,Офисное помещение,1105353322.0,{"orig": "static/images/orig/10158887081.jpg"}
37.644522,55.721858,Покупка,123.0,Помещение свободного назначения,49695470.0,{"orig": "static/images/orig/10091250023.jpg"}
37.606559,55.707852,Покупка,102.0,Помещение свободного назначения,32858760.0,{"orig": "static/images/orig/9926727656.jpg"}
37.625954,55.736939,Покупка,217.0,Помещение свободного назначения,84380000.0,{"orig": "static/images/orig/3944534743.jpg"}
37.65183,55.72126,Покупка,232.0,Офисное помещение,27999848.0,{"orig": "static/images/orig/9004776999.jpg"}
37.5848716,55.7514941,Снять,53.0,Торговое помещение,170040.0,{"orig": "static/images/orig/9876068897.jpg"}
37.636207,55.7296399,Снять,3777.0,Офисное помещение,24228300.0,{"orig": "static/images/orig/9839440336.jpg"}
37.661814,55.718121,Покупка,128.0,Помещение свободного назначения,38000000.0,{"orig": "static/images/orig/8906128494.jpg"}
37.644477,55.71271,Покупка,182.6,Офисное помещение,30050000.0,{"orig": "static/images/orig/6146718060.jpg"}
37.576358,55.741019,Покупка,1099.6,Торговое помещение,412944045.0,{"orig": "static/images/orig/9358937964.jpg"}
37.581074237823,55.70967842822,Снять,503.0,Торговое помещение,750000.0,{"orig": "static/images/orig/6383803354.jpg"}
37.604726,55.738338,Покупка,131.9,Помещение свободного назначения,110000000.0,{"orig": "static/images/orig/8320766914.jpg"}
37.610287,55.753098,Снять,833.0,Офисное помещение,3609667.0,{"orig": "static/images/orig/8176589532.jpg"}
37.615695,55.7088527,Покупка,78.0,Торговое помещение,24800000.0,{"orig": "static/images/orig/9974509502.jpg"}
37.55955,55.731668,Снять,772.0,Офисное помещение,2688583.0,{"orig": "static/images/orig/10014319625.jpg"}
37.630939,55.730101,Покупка,1513.4,Торговое помещение,860000000.0,{"orig": "static/images/orig/9719831488.jpg"}
37.582154,55.726487,Снять,121.0,Торговое помещение,750000.0,{"orig": "static/images/orig/9813519233.jpg"}
37.616,55.738343,Покупка,153.0,Торговое помещение,106890000.0,{"orig": "static/images/orig/10027884506.jpg"}
37.647235,55.732063,Покупка,272.0,Офисное помещение,680000.0,{"orig": "static/images/orig/8783714311.jpg"}
37.59759,55.74023,Снять,491.0,Офисное помещение,2495999.0,{"orig": "static/images/orig/9294946645.jpg"}
37.6194763,55.7325636,Снять,206.5,Торговое помещение,688333.0,{"orig": "static/images/orig/9972112643.jpg"}
37.59922,55.75174,Снять,4110.0,Офисное помещение,21783000.0,{"orig": "static/images/orig/10104374076.jpg"}
