geometry,Rank,Kind
"POLYGON ((37.54461838509563 55.73802883917287, 37.54526668830951 55.73866099830391, 37.54656329473727 55.73866099830391, 37.54721159795115 55.73802883917287, 37.54656329473727 55.73739666980244, 37.54526668830951 55.73739666980244, 37.54461838509563 55.73802883917287))",63.191483905898494,beauty
"POLYGON ((37.54461838509563 55.73676449019251, 37.54526668830951 55.73739666980244, 37.54656329473727 55.73739666980244, 37.54721159795115 55.73676449019251, 37.54656329473727 55.73613230034302, 37.54526668830951 55.73613230034302, 37.54461838509563 55.73676449019251))",61.31564393729822,beauty
"POLYGON ((37.54461838509563 55.73550010025386, 37.54526668830951 55.73613230034302, 37.54656329473727 55.73613230034302, 37.54721159795115 55.73550010025386, 37.54656329473727 55.73486788992495, 37.54526668830951 55.73486788992495, 37.54461838509563 55.73550010025386))",53.00990576556638,beauty
"POLYGON ((37.54461838509563 55.7342356693562, 37.54526668830951 55.73486788992495, 37.54656329473727 55.73486788992495, 37.54721159795115 55.7342356693562, 37.54656329473727 55.73360343854753, 37.54526668830951 55.73360343854753, 37.54461838509563 55.7342356693562))",47.14425417758116,beauty
"POLYGON ((37.54656329473727 55.74624610923592, 37.54721159795115 55.74687813526291, 37.54850820437891 55.74687813526291, 37.54915650759279 55.74624610923592, 37.54850820437891 55.74561407297069, 37.54721159795115 55.74561407297069, 37.54656329473727 55.74624610923592))",66.49055510111071,beauty
"POLYGON ((37.54656329473727 55.74371790274467, 37.54721159795115 55.74434996972515, 37.54850820437891 55.74434996972515, 37.54915650759279 55.74371790274467, 37.54850820437891 55.74308582552559, 37.54721159795115 55.74308582552559, 37.54656329473727 55.74371790274467))",73.83201700717278,beauty
"POLYGON ((37.54656329473727 55.74245373806783, 37.54721159795115 55.74308582552559, 37.54850820437891 55.74308582552559, 37.54915650759279 55.74245373806783, 37.54850820437891 55.74182164037129, 37.54721159795115 55.74182164037129, 37.54656329473727 55.74245373806783))",70.17983588571798,beauty
"POLYGON ((37.54656329473727 55.7411895324359, 37.54721159795115 55.74182164037129, 37.54850820437891 55.74182164037129, 37.54915650759279 55.7411895324359, 37.54850820437891 55.74055741426155, 37.54721159795115 55.74055741426155, 37.54656329473727 55.7411895324359))",70.1393275151895,beauty
"POLYGON ((37.54656329473727 55.73992528584817, 37.54721159795115 55.74055741426155, 37.54850820437891 55.74055741426155, 37.54915650759279 55.73992528584817, 37.54850820437891 55.73929314719565, 37.54721159795115 55.73929314719565, 37.54656329473727 55.73992528584817))",74.48997137790883,beauty
"POLYGON ((37.54656329473727 55.73866099830391, 37.54721159795115 55.73929314719565, 37.54850820437891 55.73929314719565, 37.54915650759279 55.73866099830391, 37.54850820437891 55.73802883917287, 37.54721159795115 55.73802883917287, 37.54656329473727 55.73866099830391))",73.2409587562935,beauty
"POLYGON ((37.54656329473727 55.73739666980244, 37.54721159795115 55.73802883917287, 37.54850820437891 55.73802883917287, 37.54915650759279 55.73739666980244, 37.54850820437891 55.73676449019251, 37.54721159795115 55.73676449019251, 37.54656329473727 55.73739666980244))",60.86328674810518,beauty
"POLYGON ((37.54656329473727 55.73613230034302, 37.54721159795115 55.73676449019251, 37.54850820437891 55.73676449019251, 37.54915650759279 55.73613230034302, 37.54850820437891 55.73550010025386, 37.54721159795115 55.73550010025386, 37.54656329473727 55.73613230034302))",52.75575738900659,beauty
"POLYGON ((37.54656329473727 55.73486788992495, 37.54721159795115 55.73550010025386, 37.54850820437891 55.73550010025386, 37.54915650759279 55.73486788992495, 37.54850820437891 55.7342356693562, 37.54721159795115 55.7342356693562, 37.54656329473727 55.73486788992495))",51.33947168754353,beauty
"POLYGON ((37.54656329473727 55.73360343854753, 37.54721159795115 55.7342356693562, 37.54850820437891 55.7342356693562, 37.54915650759279 55.73360343854753, 37.54850820437891 55.73297119749883, 37.54721159795115 55.73297119749883, 37.54656329473727 55.73360343854753))",51.702198302275605,beauty
"POLYGON ((37.54850820437891 55.74687813526291, 37.54915650759279 55.74751015105175, 37.55045311402055 55.74751015105175, 37.55110141723443 55.74687813526291, 37.55045311402055 55.74624610923592, 37.54915650759279 55.74624610923592, 37.54850820437891 55.74687813526291))",63.958862958517905,beauty
"POLYGON ((37.54850820437891 55.74561407297069, 37.54915650759279 55.74624610923592, 37.55045311402055 55.74624610923592, 37.55110141723443 55.74561407297069, 37.55045311402055 55.74498202646713, 37.54915650759279 55.74498202646713, 37.54850820437891 55.74561407297069))",67.8103155350338,beauty
"POLYGON ((37.54850820437891 55.74434996972515, 37.54915650759279 55.74498202646713, 37.55045311402055 55.74498202646713, 37.55110141723443 55.74434996972515, 37.55045311402055 55.74371790274467, 37.54915650759279 55.74371790274467, 37.54850820437891 55.74434996972515))",68.59501625452332,beauty
"POLYGON ((37.54850820437891 55.74308582552559, 37.54915650759279 55.74371790274467, 37.55045311402055 55.74371790274467, 37.55110141723443 55.74308582552559, 37.55045311402055 55.74245373806783, 37.54915650759279 55.74245373806783, 37.54850820437891 55.74308582552559))",68.29534925273626,beauty
"POLYGON ((37.54850820437891 55.74182164037129, 37.54915650759279 55.74245373806783, 37.55045311402055 55.74245373806783, 37.55110141723443 55.74182164037129, 37.55045311402055 55.7411895324359, 37.54915650759279 55.7411895324359, 37.54850820437891 55.74182164037129))",67.00387284219151,beauty
"POLYGON ((37.54850820437891 55.74055741426155, 37.54915650759279 55.7411895324359, 37.55045311402055 55.7411895324359, 37.55110141723443 55.74055741426155, 37.55045311402055 55.73992528584817, 37.54915650759279 55.73992528584817, 37.54850820437891 55.74055741426155))",69.58903433527043,beauty
"POLYGON ((37.54850820437891 55.73929314719565, 37.54915650759279 55.73992528584817, 37.55045311402055 55.73992528584817, 37.55110141723443 55.73929314719565, 37.55045311402055 55.73866099830391, 37.54915650759279 55.73866099830391, 37.54850820437891 55.73929314719565))",72.48837379882302,beauty
"POLYGON ((37.54850820437891 55.73802883917287, 37.54915650759279 55.73866099830391, 37.55045311402055 55.73866099830391, 37.55110141723443 55.73802883917287, 37.55045311402055 55.73739666980244, 37.54915650759279 55.73739666980244, 37.54850820437891 55.73802883917287))",62.90333500851175,beauty
"POLYGON ((37.54850820437891 55.73676449019251, 37.54915650759279 55.73739666980244, 37.55045311402055 55.73739666980244, 37.55110141723443 55.73676449019251, 37.55045311402055 55.73613230034302, 37.54915650759279 55.73613230034302, 37.54850820437891 55.73676449019251))",56.224736413227326,beauty
"POLYGON ((37.54850820437891 55.73550010025386, 37.54915650759279 55.73613230034302, 37.55045311402055 55.73613230034302, 37.55110141723443 55.73550010025386, 37.55045311402055 55.73486788992495, 37.54915650759279 55.73486788992495, 37.54850820437891 55.73550010025386))",52.117161354215426,beauty
"POLYGON ((37.54850820437891 55.7342356693562, 37.54915650759279 55.73486788992495, 37.55045311402055 55.73486788992495, 37.55110141723443 55.7342356693562, 37.55045311402055 55.73360343854753, 37.54915650759279 55.73360343854753, 37.54850820437891 55.7342356693562))",51.47485469512851,beauty
"POLYGON ((37.54850820437891 55.73297119749883, 37.54915650759279 55.73360343854753, 37.55045311402055 55.73360343854753, 37.55110141723443 55.73297119749883, 37.55045311402055 55.73233894621003, 37.54915650759279 55.73233894621003, 37.54850820437891 55.73297119749883))",52.19051562728723,beauty
"POLYGON ((37.55045311402055 55.74751015105175, 37.55110141723443 55.74814215660252, 37.55239802366219 55.74814215660252, 37.55304632687606 55.74751015105175, 37.55239802366219 55.74687813526291, 37.55110141723443 55.74687813526291, 37.55045311402055 55.74751015105175))",60.73472320121918,beauty
"POLYGON ((37.55045311402055 55.74498202646713, 37.55110141723443 55.74561407297069, 37.55239802366219 55.74561407297069, 37.55304632687606 55.74498202646713, 37.55239802366219 55.74434996972515, 37.55110141723443 55.74434996972515, 37.55045311402055 55.74498202646713))",68.5387978906951,beauty
"POLYGON ((37.55045311402055 55.74371790274467, 37.55110141723443 55.74434996972515, 37.55239802366219 55.74434996972515, 37.55304632687606 55.74371790274467, 37.55239802366219 55.74308582552559, 37.55110141723443 55.74308582552559, 37.55045311402055 55.74371790274467))",64.33557574348859,beauty
"POLYGON ((37.55045311402055 55.74245373806783, 37.55110141723443 55.74308582552559, 37.55239802366219 55.74308582552559, 37.55304632687606 55.74245373806783, 37.55239802366219 55.74182164037129, 37.55110141723443 55.74182164037129, 37.55045311402055 55.74245373806783))",63.501346268511995,beauty
"POLYGON ((37.55045311402055 55.7411895324359, 37.55110141723443 55.74182164037129, 37.55239802366219 55.74182164037129, 37.55304632687606 55.7411895324359, 37.55239802366219 55.74055741426155, 37.55110141723443 55.74055741426155, 37.55045311402055 55.7411895324359))",64.28769878242294,beauty
"POLYGON ((37.55045311402055 55.73992528584817, 37.55110141723443 55.74055741426155, 37.55239802366219 55.74055741426155, 37.55304632687606 55.73992528584817, 37.55239802366219 55.73929314719565, 37.55110141723443 55.73929314719565, 37.55045311402055 55.73992528584817))",69.0499548776445,beauty
"POLYGON ((37.55045311402055 55.73866099830391, 37.55110141723443 55.73929314719565, 37.55239802366219 55.73929314719565, 37.55304632687606 55.73866099830391, 37.55239802366219 55.73802883917287, 37.55110141723443 55.73802883917287, 37.55045311402055 55.73866099830391))",64.87004272118726,beauty
"POLYGON ((37.55045311402055 55.73739666980244, 37.55110141723443 55.73802883917287, 37.55239802366219 55.73802883917287, 37.55304632687606 55.73739666980244, 37.55239802366219 55.73676449019251, 37.55110141723443 55.73676449019251, 37.55045311402055 55.73739666980244))",59.977326164560665,beauty
"POLYGON ((37.55045311402055 55.73613230034302, 37.55110141723443 55.73676449019251, 37.55239802366219 55.73676449019251, 37.55304632687606 55.73613230034302, 37.55239802366219 55.73550010025386, 37.55110141723443 55.73550010025386, 37.55045311402055 55.73613230034302))",52.60864902075906,beauty
"POLYGON ((37.55045311402055 55.73486788992495, 37.55110141723443 55.73550010025386, 37.55239802366219 55.73550010025386, 37.55304632687606 55.73486788992495, 37.55239802366219 55.7342356693562, 37.55110141723443 55.7342356693562, 37.55045311402055 55.73486788992495))",51.80481445476046,beauty
"POLYGON ((37.55045311402055 55.73360343854753, 37.55110141723443 55.7342356693562, 37.55239802366219 55.7342356693562, 37.55304632687606 55.73360343854753, 37.55239802366219 55.73297119749883, 37.55110141723443 55.73297119749883, 37.55045311402055 55.73360343854753))",52.00531945817795,beauty
"POLYGON ((37.55045311402055 55.73233894621003, 37.55110141723443 55.73297119749883, 37.55239802366219 55.73297119749883, 37.55304632687606 55.73233894621003, 37.55239802366219 55.73170668468103, 37.55110141723443 55.73170668468103, 37.55045311402055 55.73233894621003))",52.78498188622062,beauty
"POLYGON ((37.55239802366219 55.74814215660252, 37.55304632687606 55.74877415191533, 37.55434293330382 55.74877415191533, 37.5549912365177 55.74814215660252, 37.55434293330382 55.74751015105175, 37.55304632687606 55.74751015105175, 37.55239802366219 55.74814215660252))",60.80743875282614,beauty
"POLYGON ((37.55239802366219 55.74687813526291, 37.55304632687606 55.74751015105175, 37.55434293330382 55.74751015105175, 37.5549912365177 55.74687813526291, 37.55434293330382 55.74624610923592, 37.55304632687606 55.74624610923592, 37.55239802366219 55.74687813526291))",62.20715883784837,beauty
"POLYGON ((37.55239802366219 55.74561407297069, 37.55304632687606 55.74624610923592, 37.55434293330382 55.74624610923592, 37.5549912365177 55.74561407297069, 37.55434293330382 55.74498202646713, 37.55304632687606 55.74498202646713, 37.55239802366219 55.74561407297069))",69.53924553852256,beauty
"POLYGON ((37.55239802366219 55.74434996972515, 37.55304632687606 55.74498202646713, 37.55434293330382 55.74498202646713, 37.5549912365177 55.74434996972515, 37.55434293330382 55.74371790274467, 37.55304632687606 55.74371790274467, 37.55239802366219 55.74434996972515))",67.56343493470966,beauty
"POLYGON ((37.55239802366219 55.74308582552559, 37.55304632687606 55.74371790274467, 37.55434293330382 55.74371790274467, 37.5549912365177 55.74308582552559, 37.55434293330382 55.74245373806783, 37.55304632687606 55.74245373806783, 37.55239802366219 55.74308582552559))",62.859972485587214,beauty
"POLYGON ((37.55239802366219 55.74182164037129, 37.55304632687606 55.74245373806783, 37.55434293330382 55.74245373806783, 37.5549912365177 55.74182164037129, 37.55434293330382 55.7411895324359, 37.55304632687606 55.7411895324359, 37.55239802366219 55.74182164037129))",59.148175608541464,beauty
"POLYGON ((37.55239802366219 55.74055741426155, 37.55304632687606 55.7411895324359, 37.55434293330382 55.7411895324359, 37.5549912365177 55.74055741426155, 37.55434293330382 55.73992528584817, 37.55304632687606 55.73992528584817, 37.55239802366219 55.74055741426155))",62.80791421222618,beauty
"POLYGON ((37.55239802366219 55.73929314719565, 37.55304632687606 55.73992528584817, 37.55434293330382 55.73992528584817, 37.5549912365177 55.73929314719565, 37.55434293330382 55.73866099830391, 37.55304632687606 55.73866099830391, 37.55239802366219 55.73929314719565))",62.92959805026161,beauty
"POLYGON ((37.55239802366219 55.73802883917287, 37.55304632687606 55.73866099830391, 37.55434293330382 55.73866099830391, 37.5549912365177 55.73802883917287, 37.55434293330382 55.73739666980244, 37.55304632687606 55.73739666980244, 37.55239802366219 55.73802883917287))",60.362619182029405,beauty
"POLYGON ((37.55239802366219 55.73676449019251, 37.55304632687606 55.73739666980244, 37.55434293330382 55.73739666980244, 37.5549912365177 55.73676449019251, 37.55434293330382 55.73613230034302, 37.55304632687606 55.73613230034302, 37.55239802366219 55.73676449019251))",52.12589635728087,beauty
"POLYGON ((37.55239802366219 55.73550010025386, 37.55304632687606 55.73613230034302, 37.55434293330382 55.73613230034302, 37.5549912365177 55.73550010025386, 37.55434293330382 55.73486788992495, 37.55304632687606 55.73486788992495, 37.55239802366219 55.73550010025386))",51.83948434619058,beauty
"POLYGON ((37.55239802366219 55.7342356693562, 37.55304632687606 55.73486788992495, 37.55434293330382 55.73486788992495, 37.5549912365177 55.7342356693562, 37.55434293330382 55.73360343854753, 37.55304632687606 55.73360343854753, 37.55239802366219 55.7342356693562))",52.026097117882436,beauty
"POLYGON ((37.55239802366219 55.73297119749883, 37.55304632687606 55.73360343854753, 37.55434293330382 55.73360343854753, 37.5549912365177 55.73297119749883, 37.55434293330382 55.73233894621003, 37.55304632687606 55.73233894621003, 37.55239802366219 55.73297119749883))",52.94971718845506,beauty
"POLYGON ((37.55434293330382 55.75003811182738, 37.5549912365177 55.7506700764268, 37.55628784294546 55.7506700764268, 37.55693614615934 55.75003811182738, 37.55628784294546 55.74940613699025, 37.5549912365177 55.74940613699025, 37.55434293330382 55.75003811182738))",68.45841884155708,beauty
"POLYGON ((37.55434293330382 55.74877415191533, 37.5549912365177 55.74940613699025, 37.55628784294546 55.74940613699025, 37.55693614615934 55.74877415191533, 37.55628784294546 55.74814215660252, 37.5549912365177 55.74814215660252, 37.55434293330382 55.74877415191533))",60.780938240788885,beauty
"POLYGON ((37.55434293330382 55.74751015105175, 37.5549912365177 55.74814215660252, 37.55628784294546 55.74814215660252, 37.55693614615934 55.74751015105175, 37.55628784294546 55.74687813526291, 37.5549912365177 55.74687813526291, 37.55434293330382 55.74751015105175))",61.7284516073,beauty
"POLYGON ((37.55434293330382 55.74624610923592, 37.5549912365177 55.74687813526291, 37.55628784294546 55.74687813526291, 37.55693614615934 55.74624610923592, 37.55628784294546 55.74561407297069, 37.5549912365177 55.74561407297069, 37.55434293330382 55.74624610923592))",66.98340550817132,beauty
"POLYGON ((37.55434293330382 55.74498202646713, 37.5549912365177 55.74561407297069, 37.55628784294546 55.74561407297069, 37.55693614615934 55.74498202646713, 37.55628784294546 55.74434996972515, 37.5549912365177 55.74434996972515, 37.55434293330382 55.74498202646713))",66.60296270835815,beauty
"POLYGON ((37.55434293330382 55.74371790274467, 37.5549912365177 55.74434996972515, 37.55628784294546 55.74434996972515, 37.55693614615934 55.74371790274467, 37.55628784294546 55.74308582552559, 37.5549912365177 55.74308582552559, 37.55434293330382 55.74371790274467))",66.98419434654184,beauty
"POLYGON ((37.55434293330382 55.74245373806783, 37.5549912365177 55.74308582552559, 37.55628784294546 55.74308582552559, 37.55693614615934 55.74245373806783, 37.55628784294546 55.74182164037129, 37.5549912365177 55.74182164037129, 37.55434293330382 55.74245373806783))",60.192713195781266,beauty
"POLYGON ((37.55434293330382 55.7411895324359, 37.5549912365177 55.74182164037129, 37.55628784294546 55.74182164037129, 37.55693614615934 55.7411895324359, 37.55628784294546 55.74055741426155, 37.5549912365177 55.74055741426155, 37.55434293330382 55.7411895324359))",56.82721690010602,beauty
"POLYGON ((37.55434293330382 55.73992528584817, 37.5549912365177 55.74055741426155, 37.55628784294546 55.74055741426155, 37.55693614615934 55.73992528584817, 37.55628784294546 55.73929314719565, 37.5549912365177 55.73929314719565, 37.55434293330382 55.73992528584817))",59.6748569570836,beauty
"POLYGON ((37.55434293330382 55.73866099830391, 37.5549912365177 55.73929314719565, 37.55628784294546 55.73929314719565, 37.55693614615934 55.73866099830391, 37.55628784294546 55.73802883917287, 37.5549912365177 55.73802883917287, 37.55434293330382 55.73866099830391))",59.77007013542249,beauty
"POLYGON ((37.55434293330382 55.73613230034302, 37.5549912365177 55.73676449019251, 37.55628784294546 55.73676449019251, 37.55693614615934 55.73613230034302, 37.55628784294546 55.73550010025386, 37.5549912365177 55.73550010025386, 37.55434293330382 55.73613230034302))",52.95598828280242,beauty
"POLYGON ((37.55434293330382 55.73486788992495, 37.5549912365177 55.73550010025386, 37.55628784294546 55.73550010025386, 37.55693614615934 55.73486788992495, 37.55628784294546 55.7342356693562, 37.5549912365177 55.7342356693562, 37.55434293330382 55.73486788992495))",52.88961824274895,beauty
"POLYGON ((37.55434293330382 55.73360343854753, 37.5549912365177 55.7342356693562, 37.55628784294546 55.7342356693562, 37.55693614615934 55.73360343854753, 37.55628784294546 55.73297119749883, 37.5549912365177 55.73297119749883, 37.55434293330382 55.73360343854753))",52.9435319355258,beauty
"POLYGON ((37.55434293330382 55.72728056724511, 37.5549912365177 55.72791290045797, 37.55628784294546 55.72791290045797, 37.55693614615934 55.72728056724511, 37.55628784294546 55.72664822379136, 37.5549912365177 55.72664822379136, 37.55434293330382 55.72728056724511))",55.92115153644977,beauty
"POLYGON ((37.55434293330382 55.72348635290585, 37.5549912365177 55.72411874756547, 37.55628784294546 55.72411874756547, 37.55693614615934 55.72348635290585, 37.55628784294546 55.72285394800478, 37.5549912365177 55.72285394800478, 37.55434293330382 55.72348635290585))",55.53257536007152,beauty
"POLYGON ((37.55628784294546 55.74940613699025, 37.55693614615934 55.75003811182738, 37.5582327525871 55.75003811182738, 37.55888105580098 55.74940613699025, 37.5582327525871 55.74877415191533, 37.55693614615934 55.74877415191533, 37.55628784294546 55.74940613699025))",65.16084605841353,beauty
