geometry,cell_id,Rank,Kind
"POLYGON ((37.54461838509563 55.74182164037129, 37.54526668830951 55.74245373806783, 37.54656329473727 55.74245373806783, 37.54721159795115 55.74182164037129, 37.54656329473727 55.7411895324359, 37.54526668830951 55.7411895324359, 37.54461838509563 55.74182164037129))",304,4.615384615384615,supermarket
"POLYGON ((37.54461838509563 55.74055741426155, 37.54526668830951 55.7411895324359, 37.54656329473727 55.7411895324359, 37.54721159795115 55.74055741426155, 37.54656329473727 55.73992528584817, 37.54526668830951 55.73992528584817, 37.54461838509563 55.74055741426155))",305,6.153846153846153,supermarket
"POLYGON ((37.54461838509563 55.73929314719565, 37.54526668830951 55.73992528584817, 37.54656329473727 55.73992528584817, 37.54721159795115 55.73929314719565, 37.54656329473727 55.73866099830391, 37.54526668830951 55.73866099830391, 37.54461838509563 55.73929314719565))",306,6.153846153846153,supermarket
"POLYGON ((37.54461838509563 55.73802883917287, 37.54526668830951 55.73866099830391, 37.54656329473727 55.73866099830391, 37.54721159795115 55.73802883917287, 37.54656329473727 55.73739666980244, 37.54526668830951 55.73739666980244, 37.54461838509563 55.73802883917287))",307,1.5384615384615383,supermarket
"POLYGON ((37.54461838509563 55.73676449019251, 37.54526668830951 55.73739666980244, 37.54656329473727 55.73739666980244, 37.54721159795115 55.73676449019251, 37.54656329473727 55.73613230034302, 37.54526668830951 55.73613230034302, 37.54461838509563 55.73676449019251))",308,1.5384615384615383,supermarket
"POLYGON ((37.54461838509563 55.73550010025386, 37.54526668830951 55.73613230034302, 37.54656329473727 55.73613230034302, 37.54721159795115 55.73550010025386, 37.54656329473727 55.73486788992495, 37.54526668830951 55.73486788992495, 37.54461838509563 55.73550010025386))",309,4.615384615384615,supermarket
"POLYGON ((37.54461838509563 55.7342356693562, 37.54526668830951 55.73486788992495, 37.54656329473727 55.73486788992495, 37.54721159795115 55.7342356693562, 37.54656329473727 55.73360343854753, 37.54526668830951 55.73360343854753, 37.54461838509563 55.7342356693562))",310,1.5384615384615383,supermarket
"POLYGON ((37.54656329473727 55.74624610923592, 37.54721159795115 55.74687813526291, 37.54850820437891 55.74687813526291, 37.54915650759279 55.74624610923592, 37.54850820437891 55.74561407297069, 37.54721159795115 55.74561407297069, 37.54656329473727 55.74624610923592))",343,7.6923076923076925,supermarket
"POLYGON ((37.54656329473727 55.74371790274467, 37.54721159795115 55.74434996972515, 37.54850820437891 55.74434996972515, 37.54915650759279 55.74371790274467, 37.54850820437891 55.74308582552559, 37.54721159795115 55.74308582552559, 37.54656329473727 55.74371790274467))",345,6.153846153846153,supermarket
"POLYGON ((37.54656329473727 55.74245373806783, 37.54721159795115 55.74308582552559, 37.54850820437891 55.74308582552559, 37.54915650759279 55.74245373806783, 37.54850820437891 55.74182164037129, 37.54721159795115 55.74182164037129, 37.54656329473727 55.74245373806783))",346,9.23076923076923,supermarket
"POLYGON ((37.54656329473727 55.7411895324359, 37.54721159795115 55.74182164037129, 37.54850820437891 55.74182164037129, 37.54915650759279 55.7411895324359, 37.54850820437891 55.74055741426155, 37.54721159795115 55.74055741426155, 37.54656329473727 55.7411895324359))",347,4.615384615384615,supermarket
"POLYGON ((37.54656329473727 55.73992528584817, 37.54721159795115 55.74055741426155, 37.54850820437891 55.74055741426155, 37.54915650759279 55.73992528584817, 37.54850820437891 55.73929314719565, 37.54721159795115 55.73929314719565, 37.54656329473727 55.73992528584817))",348,7.6923076923076925,supermarket
"POLYGON ((37.54656329473727 55.73866099830391, 37.54721159795115 55.73929314719565, 37.54850820437891 55.73929314719565, 37.54915650759279 55.73866099830391, 37.54850820437891 55.73802883917287, 37.54721159795115 55.73802883917287, 37.54656329473727 55.73866099830391))",349,1.5384615384615383,supermarket
"POLYGON ((37.54656329473727 55.73739666980244, 37.54721159795115 55.73802883917287, 37.54850820437891 55.73802883917287, 37.54915650759279 55.73739666980244, 37.54850820437891 55.73676449019251, 37.54721159795115 55.73676449019251, 37.54656329473727 55.73739666980244))",350,15.384615384615385,supermarket
"POLYGON ((37.54656329473727 55.73613230034302, 37.54721159795115 55.73676449019251, 37.54850820437891 55.73676449019251, 37.54915650759279 55.73613230034302, 37.54850820437891 55.73550010025386, 37.54721159795115 55.73550010025386, 37.54656329473727 55.73613230034302))",351,3.0769230769230766,supermarket
"POLYGON ((37.54656329473727 55.73486788992495, 37.54721159795115 55.73550010025386, 37.54850820437891 55.73550010025386, 37.54915650759279 55.73486788992495, 37.54850820437891 55.7342356693562, 37.54721159795115 55.7342356693562, 37.54656329473727 55.73486788992495))",352,4.615384615384615,supermarket
"POLYGON ((37.54656329473727 55.73360343854753, 37.54721159795115 55.7342356693562, 37.54850820437891 55.7342356693562, 37.54915650759279 55.73360343854753, 37.54850820437891 55.73297119749883, 37.54721159795115 55.73297119749883, 37.54656329473727 55.73360343854753))",353,1.5384615384615383,supermarket
"POLYGON ((37.54850820437891 55.74687813526291, 37.54915650759279 55.74751015105175, 37.55045311402055 55.74751015105175, 37.55110141723443 55.74687813526291, 37.55045311402055 55.74624610923592, 37.54915650759279 55.74624610923592, 37.54850820437891 55.74687813526291))",384,6.153846153846153,supermarket
"POLYGON ((37.54850820437891 55.74561407297069, 37.54915650759279 55.74624610923592, 37.55045311402055 55.74624610923592, 37.55110141723443 55.74561407297069, 37.55045311402055 55.74498202646713, 37.54915650759279 55.74498202646713, 37.54850820437891 55.74561407297069))",385,3.0769230769230766,supermarket
"POLYGON ((37.54850820437891 55.74434996972515, 37.54915650759279 55.74498202646713, 37.55045311402055 55.74498202646713, 37.55110141723443 55.74434996972515, 37.55045311402055 55.74371790274467, 37.54915650759279 55.74371790274467, 37.54850820437891 55.74434996972515))",386,4.615384615384615,supermarket
"POLYGON ((37.54850820437891 55.74308582552559, 37.54915650759279 55.74371790274467, 37.55045311402055 55.74371790274467, 37.55110141723443 55.74308582552559, 37.55045311402055 55.74245373806783, 37.54915650759279 55.74245373806783, 37.54850820437891 55.74308582552559))",387,12.307692307692307,supermarket
"POLYGON ((37.54850820437891 55.74182164037129, 37.54915650759279 55.74245373806783, 37.55045311402055 55.74245373806783, 37.55110141723443 55.74182164037129, 37.55045311402055 55.7411895324359, 37.54915650759279 55.7411895324359, 37.54850820437891 55.74182164037129))",388,3.0769230769230766,supermarket
"POLYGON ((37.54850820437891 55.74055741426155, 37.54915650759279 55.7411895324359, 37.55045311402055 55.7411895324359, 37.55110141723443 55.74055741426155, 37.55045311402055 55.73992528584817, 37.54915650759279 55.73992528584817, 37.54850820437891 55.74055741426155))",389,4.615384615384615,supermarket
"POLYGON ((37.54850820437891 55.73929314719565, 37.54915650759279 55.73992528584817, 37.55045311402055 55.73992528584817, 37.55110141723443 55.73929314719565, 37.55045311402055 55.73866099830391, 37.54915650759279 55.73866099830391, 37.54850820437891 55.73929314719565))",390,3.0769230769230766,supermarket
"POLYGON ((37.54850820437891 55.73802883917287, 37.54915650759279 55.73866099830391, 37.55045311402055 55.73866099830391, 37.55110141723443 55.73802883917287, 37.55045311402055 55.73739666980244, 37.54915650759279 55.73739666980244, 37.54850820437891 55.73802883917287))",391,4.615384615384615,supermarket
"POLYGON ((37.54850820437891 55.73676449019251, 37.54915650759279 55.73739666980244, 37.55045311402055 55.73739666980244, 37.55110141723443 55.73676449019251, 37.55045311402055 55.73613230034302, 37.54915650759279 55.73613230034302, 37.54850820437891 55.73676449019251))",392,18.46153846153846,supermarket
"POLYGON ((37.54850820437891 55.73550010025386, 37.54915650759279 55.73613230034302, 37.55045311402055 55.73613230034302, 37.55110141723443 55.73550010025386, 37.55045311402055 55.73486788992495, 37.54915650759279 55.73486788992495, 37.54850820437891 55.73550010025386))",393,6.153846153846153,supermarket
"POLYGON ((37.54850820437891 55.7342356693562, 37.54915650759279 55.73486788992495, 37.55045311402055 55.73486788992495, 37.55110141723443 55.7342356693562, 37.55045311402055 55.73360343854753, 37.54915650759279 55.73360343854753, 37.54850820437891 55.7342356693562))",394,6.153846153846153,supermarket
"POLYGON ((37.54850820437891 55.73297119749883, 37.54915650759279 55.73360343854753, 37.55045311402055 55.73360343854753, 37.55110141723443 55.73297119749883, 37.55045311402055 55.73233894621003, 37.54915650759279 55.73233894621003, 37.54850820437891 55.73297119749883))",395,4.615384615384615,supermarket
"POLYGON ((37.55045311402055 55.74751015105175, 37.55110141723443 55.74814215660252, 37.55239802366219 55.74814215660252, 37.55304632687606 55.74751015105175, 37.55239802366219 55.74687813526291, 37.55110141723443 55.74687813526291, 37.55045311402055 55.74751015105175))",426,7.6923076923076925,supermarket
"POLYGON ((37.55045311402055 55.74498202646713, 37.55110141723443 55.74561407297069, 37.55239802366219 55.74561407297069, 37.55304632687606 55.74498202646713, 37.55239802366219 55.74434996972515, 37.55110141723443 55.74434996972515, 37.55045311402055 55.74498202646713))",428,1.5384615384615383,supermarket
"POLYGON ((37.55045311402055 55.74371790274467, 37.55110141723443 55.74434996972515, 37.55239802366219 55.74434996972515, 37.55304632687606 55.74371790274467, 37.55239802366219 55.74308582552559, 37.55110141723443 55.74308582552559, 37.55045311402055 55.74371790274467))",429,7.6923076923076925,supermarket
"POLYGON ((37.55045311402055 55.74245373806783, 37.55110141723443 55.74308582552559, 37.55239802366219 55.74308582552559, 37.55304632687606 55.74245373806783, 37.55239802366219 55.74182164037129, 37.55110141723443 55.74182164037129, 37.55045311402055 55.74245373806783))",430,7.6923076923076925,supermarket
"POLYGON ((37.55045311402055 55.7411895324359, 37.55110141723443 55.74182164037129, 37.55239802366219 55.74182164037129, 37.55304632687606 55.7411895324359, 37.55239802366219 55.74055741426155, 37.55110141723443 55.74055741426155, 37.55045311402055 55.7411895324359))",431,4.615384615384615,supermarket
"POLYGON ((37.55045311402055 55.73992528584817, 37.55110141723443 55.74055741426155, 37.55239802366219 55.74055741426155, 37.55304632687606 55.73992528584817, 37.55239802366219 55.73929314719565, 37.55110141723443 55.73929314719565, 37.55045311402055 55.73992528584817))",432,3.0769230769230766,supermarket
"POLYGON ((37.55045311402055 55.73866099830391, 37.55110141723443 55.73929314719565, 37.55239802366219 55.73929314719565, 37.55304632687606 55.73866099830391, 37.55239802366219 55.73802883917287, 37.55110141723443 55.73802883917287, 37.55045311402055 55.73866099830391))",433,1.5384615384615383,supermarket
"POLYGON ((37.55045311402055 55.73739666980244, 37.55110141723443 55.73802883917287, 37.55239802366219 55.73802883917287, 37.55304632687606 55.73739666980244, 37.55239802366219 55.73676449019251, 37.55110141723443 55.73676449019251, 37.55045311402055 55.73739666980244))",434,1.5384615384615383,supermarket
"POLYGON ((37.55045311402055 55.73613230034302, 37.55110141723443 55.73676449019251, 37.55239802366219 55.73676449019251, 37.55304632687606 55.73613230034302, 37.55239802366219 55.73550010025386, 37.55110141723443 55.73550010025386, 37.55045311402055 55.73613230034302))",435,15.384615384615385,supermarket
"POLYGON ((37.55045311402055 55.73486788992495, 37.55110141723443 55.73550010025386, 37.55239802366219 55.73550010025386, 37.55304632687606 55.73486788992495, 37.55239802366219 55.7342356693562, 37.55110141723443 55.7342356693562, 37.55045311402055 55.73486788992495))",436,10.769230769230768,supermarket
"POLYGON ((37.55045311402055 55.73360343854753, 37.55110141723443 55.7342356693562, 37.55239802366219 55.7342356693562, 37.55304632687606 55.73360343854753, 37.55239802366219 55.73297119749883, 37.55110141723443 55.73297119749883, 37.55045311402055 55.73360343854753))",437,7.6923076923076925,supermarket
"POLYGON ((37.55045311402055 55.73233894621003, 37.55110141723443 55.73297119749883, 37.55239802366219 55.73297119749883, 37.55304632687606 55.73233894621003, 37.55239802366219 55.73170668468103, 37.55110141723443 55.73170668468103, 37.55045311402055 55.73233894621003))",438,7.6923076923076925,supermarket
"POLYGON ((37.55239802366219 55.74814215660252, 37.55304632687606 55.74877415191533, 37.55434293330382 55.74877415191533, 37.5549912365177 55.74814215660252, 37.55434293330382 55.74751015105175, 37.55304632687606 55.74751015105175, 37.55239802366219 55.74814215660252))",467,1.5384615384615383,supermarket
"POLYGON ((37.55239802366219 55.74687813526291, 37.55304632687606 55.74751015105175, 37.55434293330382 55.74751015105175, 37.5549912365177 55.74687813526291, 37.55434293330382 55.74624610923592, 37.55304632687606 55.74624610923592, 37.55239802366219 55.74687813526291))",468,1.5384615384615383,supermarket
"POLYGON ((37.55239802366219 55.74561407297069, 37.55304632687606 55.74624610923592, 37.55434293330382 55.74624610923592, 37.5549912365177 55.74561407297069, 37.55434293330382 55.74498202646713, 37.55304632687606 55.74498202646713, 37.55239802366219 55.74561407297069))",469,1.5384615384615383,supermarket
"POLYGON ((37.55239802366219 55.74434996972515, 37.55304632687606 55.74498202646713, 37.55434293330382 55.74498202646713, 37.5549912365177 55.74434996972515, 37.55434293330382 55.74371790274467, 37.55304632687606 55.74371790274467, 37.55239802366219 55.74434996972515))",470,4.615384615384615,supermarket
"POLYGON ((37.55239802366219 55.74308582552559, 37.55304632687606 55.74371790274467, 37.55434293330382 55.74371790274467, 37.5549912365177 55.74308582552559, 37.55434293330382 55.74245373806783, 37.55304632687606 55.74245373806783, 37.55239802366219 55.74308582552559))",471,6.153846153846153,supermarket
"POLYGON ((37.55239802366219 55.74182164037129, 37.55304632687606 55.74245373806783, 37.55434293330382 55.74245373806783, 37.5549912365177 55.74182164037129, 37.55434293330382 55.7411895324359, 37.55304632687606 55.7411895324359, 37.55239802366219 55.74182164037129))",472,3.0769230769230766,supermarket
"POLYGON ((37.55239802366219 55.74055741426155, 37.55304632687606 55.7411895324359, 37.55434293330382 55.7411895324359, 37.5549912365177 55.74055741426155, 37.55434293330382 55.73992528584817, 37.55304632687606 55.73992528584817, 37.55239802366219 55.74055741426155))",473,6.153846153846153,supermarket
"POLYGON ((37.55239802366219 55.73929314719565, 37.55304632687606 55.73992528584817, 37.55434293330382 55.73992528584817, 37.5549912365177 55.73929314719565, 37.55434293330382 55.73866099830391, 37.55304632687606 55.73866099830391, 37.55239802366219 55.73929314719565))",474,6.153846153846153,supermarket
"POLYGON ((37.55239802366219 55.73802883917287, 37.55304632687606 55.73866099830391, 37.55434293330382 55.73866099830391, 37.5549912365177 55.73802883917287, 37.55434293330382 55.73739666980244, 37.55304632687606 55.73739666980244, 37.55239802366219 55.73802883917287))",475,3.0769230769230766,supermarket
"POLYGON ((37.55239802366219 55.73676449019251, 37.55304632687606 55.73739666980244, 37.55434293330382 55.73739666980244, 37.5549912365177 55.73676449019251, 37.55434293330382 55.73613230034302, 37.55304632687606 55.73613230034302, 37.55239802366219 55.73676449019251))",476,1.5384615384615383,supermarket
"POLYGON ((37.55239802366219 55.73550010025386, 37.55304632687606 55.73613230034302, 37.55434293330382 55.73613230034302, 37.5549912365177 55.73550010025386, 37.55434293330382 55.73486788992495, 37.55304632687606 55.73486788992495, 37.55239802366219 55.73550010025386))",477,6.153846153846153,supermarket
"POLYGON ((37.55239802366219 55.7342356693562, 37.55304632687606 55.73486788992495, 37.55434293330382 55.73486788992495, 37.5549912365177 55.7342356693562, 37.55434293330382 55.73360343854753, 37.55304632687606 55.73360343854753, 37.55239802366219 55.7342356693562))",478,9.23076923076923,supermarket
"POLYGON ((37.55239802366219 55.73297119749883, 37.55304632687606 55.73360343854753, 37.55434293330382 55.73360343854753, 37.5549912365177 55.73297119749883, 37.55434293330382 55.73233894621003, 37.55304632687606 55.73233894621003, 37.55239802366219 55.73297119749883))",479,6.153846153846153,supermarket
"POLYGON ((37.55434293330382 55.75003811182738, 37.5549912365177 55.7506700764268, 37.55628784294546 55.7506700764268, 37.55693614615934 55.75003811182738, 37.55628784294546 55.74940613699025, 37.5549912365177 55.74940613699025, 37.55434293330382 55.75003811182738))",508,1.5384615384615383,supermarket
"POLYGON ((37.55434293330382 55.74877415191533, 37.5549912365177 55.74940613699025, 37.55628784294546 55.74940613699025, 37.55693614615934 55.74877415191533, 37.55628784294546 55.74814215660252, 37.5549912365177 55.74814215660252, 37.55434293330382 55.74877415191533))",509,3.0769230769230766,supermarket
"POLYGON ((37.55434293330382 55.74751015105175, 37.5549912365177 55.74814215660252, 37.55628784294546 55.74814215660252, 37.55693614615934 55.74751015105175, 37.55628784294546 55.74687813526291, 37.5549912365177 55.74687813526291, 37.55434293330382 55.74751015105175))",510,1.5384615384615383,supermarket
"POLYGON ((37.55434293330382 55.74624610923592, 37.5549912365177 55.74687813526291, 37.55628784294546 55.74687813526291, 37.55693614615934 55.74624610923592, 37.55628784294546 55.74561407297069, 37.5549912365177 55.74561407297069, 37.55434293330382 55.74624610923592))",511,1.5384615384615383,supermarket
"POLYGON ((37.55434293330382 55.74498202646713, 37.5549912365177 55.74561407297069, 37.55628784294546 55.74561407297069, 37.55693614615934 55.74498202646713, 37.55628784294546 55.74434996972515, 37.5549912365177 55.74434996972515, 37.55434293330382 55.74498202646713))",512,3.0769230769230766,supermarket
"POLYGON ((37.55434293330382 55.74371790274467, 37.5549912365177 55.74434996972515, 37.55628784294546 55.74434996972515, 37.55693614615934 55.74371790274467, 37.55628784294546 55.74308582552559, 37.5549912365177 55.74308582552559, 37.55434293330382 55.74371790274467))",513,6.153846153846153,supermarket
"POLYGON ((37.55434293330382 55.74245373806783, 37.5549912365177 55.74308582552559, 37.55628784294546 55.74308582552559, 37.55693614615934 55.74245373806783, 37.55628784294546 55.74182164037129, 37.5549912365177 55.74182164037129, 37.55434293330382 55.74245373806783))",514,4.615384615384615,supermarket
"POLYGON ((37.55434293330382 55.7411895324359, 37.5549912365177 55.74182164037129, 37.55628784294546 55.74182164037129, 37.55693614615934 55.7411895324359, 37.55628784294546 55.74055741426155, 37.5549912365177 55.74055741426155, 37.55434293330382 55.7411895324359))",515,15.384615384615385,supermarket
"POLYGON ((37.55434293330382 55.73992528584817, 37.5549912365177 55.74055741426155, 37.55628784294546 55.74055741426155, 37.55693614615934 55.73992528584817, 37.55628784294546 55.73929314719565, 37.5549912365177 55.73929314719565, 37.55434293330382 55.73992528584817))",516,4.615384615384615,supermarket
"POLYGON ((37.55434293330382 55.73866099830391, 37.5549912365177 55.73929314719565, 37.55628784294546 55.73929314719565, 37.55693614615934 55.73866099830391, 37.55628784294546 55.73802883917287, 37.5549912365177 55.73802883917287, 37.55434293330382 55.73866099830391))",517,1.5384615384615383,supermarket
"POLYGON ((37.55434293330382 55.73613230034302, 37.5549912365177 55.73676449019251, 37.55628784294546 55.73676449019251, 37.55693614615934 55.73613230034302, 37.55628784294546 55.73550010025386, 37.5549912365177 55.73550010025386, 37.55434293330382 55.73613230034302))",519,7.6923076923076925,supermarket
"POLYGON ((37.55434293330382 55.73486788992495, 37.5549912365177 55.73550010025386, 37.55628784294546 55.73550010025386, 37.55693614615934 55.73486788992495, 37.55628784294546 55.7342356693562, 37.5549912365177 55.7342356693562, 37.55434293330382 55.73486788992495))",520,4.615384615384615,supermarket
"POLYGON ((37.55434293330382 55.73360343854753, 37.5549912365177 55.7342356693562, 37.55628784294546 55.7342356693562, 37.55693614615934 55.73360343854753, 37.55628784294546 55.73297119749883, 37.5549912365177 55.73297119749883, 37.55434293330382 55.73360343854753))",521,1.5384615384615383,supermarket
"POLYGON ((37.55434293330382 55.72728056724511, 37.5549912365177 55.72791290045797, 37.55628784294546 55.72791290045797, 37.55693614615934 55.72728056724511, 37.55628784294546 55.72664822379136, 37.5549912365177 55.72664822379136, 37.55434293330382 55.72728056724511))",526,3.0769230769230766,supermarket
